uuid,Keywords,label
360,Reconfigurable Approximate; Approximate Adders; Approximate Carry; State-Of-The-Art Reconfigurable; Look-Ahead Adder; Carry Look-Ahead,0
361,Growing Self-Organizing; Adaptive Resonance; Resonance Theory; Theory Maps; Self-Organizing Maps,0
362,Viral Hepatitis; Spanish Society; Comprehensive Diagnosis; Positive Result,1
363,Transformation Electromagnetics; Horn Antennas,0
364,Factor Viii; Time Dependent; Indian Patients,1
365,Solar Cells; Dye-Sensitized Solar; Thin-Film Solar,0
366,Chronic Conditions; Pregnant Women; Medication Change; Take Medication; Health Care; Care Provider,1
367,Feature Points; Multimodal Images; Joint Detection,0
368,Neural Network; Network Architectures,0
369,Deep Learning; Recitations Using; Holy Qur'An; Qur'Anic Recitation,0
370,Working Memory,1
371,Realistic Videos; Interaction Features; Human-Object Interactions; Object W.R.T; Human-Object Interaction,0
372,Mediterranean Iberia; Final Palaeolithic,0
373,Reconfigurable Analog; Respiratory Signals; Analog Front-End,1
374,Esophageal Squamous; Squamous Cell; Cell Carcinoma; Myeloid Cells; Cellular Heterogeneity,1
375,Time-Series Data; User Experience; State-Of-The-Art Package; Open-Source Python; Python Package; Domain Experts,0
376,Contour Transformer; Learning Methods; Anatomy Segmentation; Fully Supervised; Anatomical Structures; Transformer Network,0
377,Optical Flow; Flow Estimation; Objective Function; Weighted Guided; Guided Filtering; Filtering Objective,0
378,Future Directions; Biot Applications,0
379,Predictive Value; External Validation; Positive Predictive; Prediction Model; Nondiabetic Hyperglycemia; Final Model,1
380,Linear Piezoelectric; Piezoelectric Microactuators; Piezoelectric Microactuator,0
381,Microbiota Manipulation; Nervous System,1
382,Colon Cancer; Cancer Cells; Autophagic Cell; Cell Death,1
383,Academic Performance; Clinical Implications; Autism Spectrum; Spectrum Disorder; Autistic Children,0
384,Aerial Robot; Pose Estimation; Rpeod System; Real-Time Pose; Object Detection; Robot Target,0
385,Poisson Corrupted; Corrupted Images; Images Using; Noise Parameters; Variance Stabilization,0
386,Proposed Work; Optimized Backlight; Among Multiple; Power-Psnr Performance; Frame Psnr; Backlight Power,0
387,Medical Ultrasound; Ultrasound Applications; Integrated Circuits,1
388,Supervised Multi-View; Canonical Correlation; Correlation Analysis; Proteomic Features; Recurrent Prostate; Prostate Cancer,1
389,Fuzzy Logic; Proposed Scheme; Image Fusion; Panchromatic Image; Additive Wavelet-Based,0
390,Feature Fusion; Object Classes; Fruit Classification; Optimal Combination; Individual Class; Fruit Dataset,0
391,Neural Networks; Fourier Descriptors; Recognizing Shipbuilding; Parts Using; Using Artificial; Artificial Neural,0
392,Irrigation Systems; Photovoltaic Irrigation; Pumps Working; Friction Losses; Current State,0
393,Trpc Channels; Native Trpc; Subunit Composition,1
394,Mmse-Directed Linear; Nonlocal Geometric; Geometric Similarity; Mmse-Directed Interpolation; Linear Interpolation,0
395,Basement Membrane; Invasive Lesions,1
396,Infertility Among; Deep Learning; Diagnosing Infertility; State-Of-The-Art Deep; Experimental Results; Learning Frameworks,0
397,Green Finance; Emission Intensity; Carbon Emission; Spillover Effect; Spatial Spillover,1
398,Data Streams; Closed Itemsets; Frequent Closed; Mining Frequent; Proposed Algorithm,0
399,Level Shifters; Low-Voltage Level; State-Of-The-Art Level,0
400,Traffic Grooming; Spectrum Assignment; Partitioning Approach; Proposed Approach,0
401,Aortic Valve; Transcatheter Aortic; Valve Implantation,1
402,Coding Method; Arbitrarily-Sampled Image; Image Data; Progressive Coding,0
403,Multi-Panel Images; Multi-Panel Image; Sub-Image Separation; Dynamic Programming; Retrieval Accuracy; Proposed Method,0
404,Wetting Phenomena; Diffusion Electrode; Diffusion Electrodes,1
405,Channel Estimation; Proposed D-Vbl,0
406,Data Augmentation; Diagnostic Systems; Model-Based Data; Synthetic Data; Abnormal-Condition Data; Augmentation Techniques,0
407,Network Pharmacology; Molecular Docking; Cardiovascular Disease; Constraint Conditions; Cardiovascular Diseases; Pharmacological Analysis,1
408,Glutamatergic Neurons; Smith-Magenis Syndrome; Seizure Susceptibility; Increased Seizure; Dentate Gyrus,1
409,Electric Fish; Weakly Electric; Neural Recording; Recording Applications,1
410,Allied Health; Burn Injury; Health Assessment; Health Assessments; Following Burn; Admission Following,1
411,Interest Points; Proposed Tracker; Reliable Candidate; Candidate Points; Target Dictionary; Sparse Representation,0
412,Proposed Algorithm; Local Geometry; Interpolation Artifacts; Neighboring Pixels,0
413,Fingerprint Recognition; Proposed Model; Fingerprint Identification; Using Proposed,0
414,Human Milk; Fatty Acids; Short-Chain Fatty; Immune Function; Feeding 2'-Fl-Containing; Il-10 Levels,1
415,Pool Boiling; Nucleate Pool; Heat Transfer; Boiling Heat; Heat Pipes; Two-Phase Closed,0
416,Fine Flavor; Molecular Level; Flavor Notes; Flavor Properties,1
417,Child Abuse; Abuse Linked,1
418,Medical Image; Image Segmentation; Medical Images,1
419,Visible Edges; Haze Removal; Experimental Results; Haze-Removal Methods; Proposed Method; Restored Images,0
420,Caching Replacement; Intelligent Caching; Lstm-C Outperforms; Short-Term Memory; Cache Space; State-Of-The-Art Caching,0
421,Action Recognition; Frame Rate; Human Action; Results Indicate; State-Of-The-Art Approaches,0
422,Averaging Prediction; Transfer Learning; Decision Fusion; Fusion Based; Classification Accuracy; Prediction Score,0
423,Early Cycladic; Cycladic Figures,0
424,Excel Skills; Higher Education; Learning Effectiveness; Digital Game; College Students; Technology Acceptance,1
425,Ascorbic Acid; Zeta Potential,1
426,Image Registration; Registration Methods; Evolutionary Image; Evolutionary Computation,0
427,Face Recognition; Masked Face; Masked Faces; Lightweight Face; Experimental Evaluation; Research Community,0
428,Entity Disambiguation; Mention Context; Attention Mechanism; State-Of-The-Art Entity; Entity Description; Multi-Perspective Attention,0
429,Structural Racism; Healthcare System; Older Adults; Historically Marginalized; Marginalized Communities; Covid-19 Pandemic,1
430,Single-Photon Lidar; Deep Learning,0
431,Contrast Agent; Agent Curves; Contrast Agents; Correlation-Weighted Sparse; Whose Column; Original Dce-Mri,1
432,Network Psychometrics; Modularity Index; Walktrap Algorithm,1
433,Image Classification; Multi-View Image; Missing Data; Proposed Algorithm,0
434,Ntrk Fusion; Acquired Resistance; Egfr Tkis; Acquired Lmna-Ntrk1; Lmna-Ntrk1 Fusion; Osimertinib Resistance,1
435,Padova University; Sonologia Computazionale,0
436,Switch Migration; Results Show; Load Balancing; Software-Defined Networking,0
437,Proton Therapy; Test Method; Therapy Equipment; Radiation Emission,1
438,Different Genetic; Genetic Backgrounds; Anopheles Coluzzii; Introgression Efficiency,1
439,Sound Event; Event Detection; Dcase Challenge; Convolutional Recurrent; Recurrent Neural; Neural Network,0
440,High Utility; Pruning Strategies; Utility Itemsets; Proposed Method; Itemset Mining; Mining Problem,0
441,Symmetry Classification; Shape Orientation; Moment-Based Shape,0
442,Blast Fungus; Binding Interface; Effector Binds; Hydrophobic Pocket; Exo70 Proteins; Disease Resistance,1
443,Structural Changes; Active Site; Ligand-Bound Forms; Conformational Changes; Drug Designing; Accessible Surface,1
444,Antenna Design; Artificial Intelligence,0
445,Pneumoniae Isolates; Antimicrobial Testing; Caz-Avi Showed; Comparator Agents; Testing Leadership; Antimicrobial Activity,1
446,Phase Change; Change Memories,0
447,Human Activity; Palynological Data; Archaeological Excavations,0
448,Chemo-Enzymatic Synthesis; Genetic Disorders; Disorders Caused,1
449,A; B,0
450,Person Re-Identification; State-Of-The-Art Methods; Covariance Pyramid; Covariance Matrices,0
451,Context Information; Pyramid Fusion; Context Pyramid; Pyramidal Modules; U-Shape Structure; Multi-Class Segmentation,1
452,Spatial-Mode Selection; Spatial Streams; Joint Transmit; Power Allocation; Selection Criterion; Fixed Number,0
453,Parabolic Dish; Focal Image; Dish Concentrator; Solar Parabolic; Influencing Parameters; Image Diameter,1
454,Deep Learning-Based; Denoising Tasks; Radiation Dose,1
455,Size Range,1
456,Maternal Hair; Alcohol Exposure; Prenatal Alcohol,1
457,Modulation Classification; Latent Dirichlet; Gibbs Sampling; Dirichlet Bayesian; Bayesian Network,0
458,Fetal Outcomes; Monkeypox Infection,1
459,Social Isolation; Succinate Dehydrogenase; Dehydrogenase Capacity; Isolation Decreased; Isolation Induces,1
460,Fresh-Cut Melon; Citral Nanoemulsion; Listeria Monocytogenes; Detection Limit; Monocytogenes Counts,1
461,Patient Satisfaction; Detention Clinic; Drug-Using Inmates; Prison Detention; Clinic Care; Factors Associated,1
462,Current Sensing,1
463,Induction Machine; Constant-Parameter Interfacing; Machine Models; Main Flux; Flux Saturation; Numerical Stability,0
464,Survival Rates; Feed Species; Hippocampus Reidi; High Survival; Diet Art/Cop; Hufa Profiles,0
465,Environmental Quality; Threshold Value; Economic Growth; Developing Countries; Quality Nexus; Icts Threshold,1
466,Rapid Initiation; People Living; Asia-Pacific Region; Antiretroviral Therapy,1
467,Du145 Cells; Repair Pathways; Pro-Survival Signaling; Prostate Cancer; Egfr-Knockdown Du145,1
468,Second-Generation Anticoagulant; Free-Living Birds; Potential Risk; Active Monitoring; Black Kites; Scavenging Birds,1
469,Energy Harvesting; Road Pavements; Harvesting Technologies,0
470,Underground Space,0
471,Marijuana Possession; State Marijuana; Gender Minority; Current Marijuana; Among Sexual,0
472,Strain Rr4-40T; Family Flavobacteriaceae; Rasiella Rasia; Recirculating Aquaculture; Rasia Gen.; Rrna Gene,1
473,Vehicle Detection; Detection Network; Image-Based Vehicle; Object Detection; Deep Learning,0
474,A; B,1
475,Ovarian Vein; Vein Thrombosis,1
476,Salt Hydrates; Molten Salt; Eucheuma Cottonii; Cottonii Residues; L-Lactic Acid,1
477,Ethical Principles; Artificial Intelligence; Ethical Aied; Educational Stakeholders; Trustworthy Aied,1
478,Locally Structured; On-Chip Optofluidic; Optofluidic Hollow-Core; Hollow-Core Light; Structured On-Chip; Nanoparticle Tracking,1
479,Object Tracking; Channel Attention; Similar Objects,0
480,Medical Devices; Europe Need; Medical Device,1
481,Vertical Transmission; Perinatal Transmission,1
482,Defect Inspection; Lightweight Feature; Hierarchical Exploration; Exploration Network; Real-Time Rail; Rail Surface,0
483,Rank Matrix; Memory Demand; Matrix Completion; Structured Matrix; Every Pixel; Low-Rank Property,1
484,Pds/Abts System; Electron Shuttle; Anti-Interference Capacity; Reactive Species; Organic Compounds,1
485,Cancer Cells; Rechingeri Jamzad; Ovarian Cancer; Cisplatin-Resistant A2780Cp; A2780Cp Ovarian; Biogenic Synthesis,1
486,Congestion Control; Online Changepoint; Changepoint Detection; Control Mechanism,0
487,Habitat Selection; Eurasian Beaver; Context-Dependent Mechanism,1
488,Wait-Avoiding Group; State-Of-The-Art Decentralized; Reinforcement Learning,0
489,Light Emitting; Emitting Diodes,0
490,Adaptable Systems,0
491,Current State,0
492,Replication Forks; Histone Acetylation,1
493,Miscarriage History; Autism Spectrum; Spectrum Disorder; Spontaneous Miscarriage; Stratified Analyses; Increased Risk,1
494,Smart Fabric; Actively Actuated; Printed Device; Fabric Device,0
495,Small-Molecule Probe; Mirna Inhibition,1
496,Surgical Smoke; Smoke Detection; Smoke Removal; Training Framework; Prior Knowledge,1
497,Known Class; Unknown Classes; Rknn Count,0
498,Longitudinal Strain; Base Rotation; Sinus Rhythm; Apical Pacing; Speckle Tracking,1
499,Carbapenem-Resistant Enterobacterales; Molecular Understanding; -Camphene-Based Thiosemicarbazide,1
500,Kandeliae J103T; Yangtzensis Jl1095T; Acuticoccus Kalidii; Rrna Gene; Mangrovi B2012T; Sediminis Ptg4-2T,1
501,High Switching; Switching Frequency,0
502,Performance Constraints; Many-Core Systems,0
503,Secretory Pattern; Regulatory Mechanism; Growth Hormone; Ultradian Rhythm,0
504,A; B,1
505,Jigsaw-Invariant Self-Supervised; Unlabeled Melanoma; Self-Supervised Learning; Melanoma Images; Autoencoder-Based Reconstruction,0
506,Backward Crosstalk,1
507,A; B,1
508,Renewable Energies,0
509,Central Australia; Population Growth; Human-Environment Interactions; Archaeological Record,0
510,Stratified Pooling; Deep Convolutional; Convolutional Neural; Neural Networks; Action Recognition; Frame-Level Features,0
511,Bayesian Compressive; Compressive Sensing,0
512,Cell Cultures,1
513,Microbiologically Influenced; Influenced Corrosion,1
514,Oocyte Microvilli; Curvature Sensors; Membrane Curvature; Remodeling Processes; Tetraspanin Proteins; Retraction Fibers,1
515,Chemical Weathering; Glacierized Area; Average Value; Larger Glacierized; Upper Indus; Indus Basin,1
516,Mixed-Race Women; Identity Performances,1
517,Chest Pain,1
518,Adrenal Gland; Abdominal Aorta; Normal Adrenal; Gland Parameters; Aortic Diameter; Statistical Analysis,1
519,Data Consistency; Targeted Motion; Consistency Based; Motion Estimation; Reduced Model,1
520,Structured Random; Random Forest; Auto-Context Model,1
521,Machine Learning; Learning Algorithms; Rijksmuseum Data; Residual Neural,0
522,Large Area; Dynamic Ratio; Microcrystalline Silicon; Detection Applications,0
523,Bone Daggers,0
524,Machine Learning; Android Malware; Co-Existed Features; Results Show; Proposed Approach; Different Levels,0
525,Ultrasound Neuromodulation; Preclinical Studies; General-Purpose Ultrasound; Neuromodulation System; Closed-Loop Preclinical; Freely Behaving,1
526,Insulation Materials; Future Developments,0
527,Target Domain; Domain Adaptation; Self-Paced Learning; Object Detection; Object Detectors,0
528,Learning Factories; Learning Factory,0
529,Rule Extraction; Association Rules; Extraction Phase; Artificial Neural,1
530,Charge Transfer; Sense Amplifier; High-Speed Charge; Array Applications; High Voltage; Voltage Difference,0
531,Reported Infection; Long-Lasting Immunity,1
532,Coal Gasification; Gasification Gray; Gray Water; Chemical Precipitation; Pulse Electrocoagulation; Total Hardness,1
533,Pattern Mining; Weighted Clickstream; Clickstream Patterns; Clickstream Pattern; Sequential Pattern,0
534,Awake Surgery; Language Mapping; Word Articulation; Valproate Treatment; Preoperative Aphasia; Ammonia Encephalopathy,1
535,Small Data; Acoustic Resonance; Domain Feature; Sintered Cogwheels; Resonance Testing; Feature Analysis,0
536,A; B,1
537,Significant Influence; Computer Self-Efficacy; Continuance Intention; Perceived Enjoyment; Perceived Usefulness; Perceived Computer,1
538,Data Challenge; State-Of-The-Art Methods; Exposome Data; Challenge Event; Combined Effects; High Dimensionality,0
539,Biogeography-Based Optimization; Sensor Networks; Suitable Positions; Optimal Number; Proposed Bbo-Based; Bbo-Based Scheme,0
540,A; B,0
541,Atomic Layer; Layer Deposition; Indium-Gallium Oxide; Compatible Transistor; Transistor Applications,1
542,Heme-Peptide Complexes; Heterogeneous Biocatalysts; Catalytic Activity; Peroxidase-Like Activity,1
543,A; B,0
544,Amyloid Precursor; Precursor Protein; Amyloid Cascade; Cascade Hypothesis; Iron Accumulation; Overexpressing Mutant,1
545,Mental Task; Task Classification; Mental Tasks; Neural Networks; Tasks Classification; Multichannel Architecture,0
546,Loss Function,0
547,Image Quality; Pairwise Learning; Quality Assessment; Preference Model; Pairwise Preference,0
548,Network Analysis; Knowledge Graph; Digital Advertisement; Proposed Work; Hidden Concepts; Campus Network,0
549,A; B,0
550,Jack Pine; Black Spruce; Past Migration; Mean Rate; Tree Species,1
551,Nmda Type; Orphan Diseases; Novel Disease; Disease Indications; Glutamate Ionotropic; Ionotropic Receptor,1
552,Semantic Segmentation; Publicly Available,0
553,Peri-Implant Mucositis; Experimentally Induced; Induced Gingivitis; Systematic Review; Less Biofilm,1
